text,label
"  Internet platforms' traffic defines important characteristics of platforms, such as price of services, advertisements, speed of operations. The traffic is usually estimated with the help of the traditional time series models (ARIMA, Holt-Winters, etc.), which are successful in short term extrapolations of sufficiently denoised signals. We propose a dynamical system approach for the modeling of the underlying process. The method allows to discuss the global qualitative properties of the dynamics' phase portrait and long term tendencies. The proposed models are nonchaotic, the long term prediction is reliable, and it explains the fundamental properties and trend of various types of digital platforms. Because of these properties, we call the flow of these models the {\it trending flow}. Utilizing the new approach, we construct the two-sided platform models for the volume of users, that can be applied to Amazon.com, Homes.mil or Wikipedia.org. We consider a generalization of the two-sided platforms' models to multi-sided platforms. If the equations' are cooperative, the flow is trending, and it helps to understand the properties of the platforms and reliably predicts the long term behavior. We show how to reconstruct the governing differential equations from time series data. The external effects are modeled as system's parameters (initial conditions). ",physics
"  We study the moduli space of three-dimensional $\mathcal{N}=2$ SQCD with $SU(N)$ gauge group and $F<N$ massless flavors. In the case of an $SU(2)$ theory with a single massless flavor, we explicitly calculate the quantum constraint $YM=1$ and generalize the calculation to models with arbitrary $N$ and $F=N-1$ flavors. In theories with $F<N-1$ flavors, we find that analogous constraints exist in locally defined coordinate charts of the moduli space. The existence of such constraints allows us to show that the Coulomb branch superpotential generated by single monopole effects is equivalent to the superpotential generated by multi-monopole contributions on the mixed Higgs-Coulomb branch. As a check for our result, we implement the local constraints as Lagrange multiplier terms in the superpotential and verify that deformations of a theory by a large holomorphic mass term for the matter fields results in a flow of the superpotential from the $F$-flavor model to the superpotential of an $(F-1)$-flavor model. ",high energy physics theory
"  To reproduce the orbits and masses of the terrestrial planets (analogs) of the solar system, most studies scrutinize simulations for success as a batch. However, there is insufficient discussion in the literature on the likelihood of forming planet analogs simultaneously in the same system (analog system). To address this issue, we performed 540 N-body simulations of protoplanetary disks representative of typical models in the literature. We identified a total of 194 analog systems containing at least three analogs, but only 17 systems simultaneously contained analogs of the four terrestrial planets. From an analysis of our analog systems, we found that, compared to the real planets, truncated disks based on typical outcomes of the Grand Tack model produced analogs of Mercury and Mars that were too dynamically cold and located too close to the Venus and Earth analogs. Additionally, all the Mercury analogs were too massive, while most of the Mars analogs were more massive than Mars. Furthermore, the timing of the Moon-forming impact was too early in these systems, and the amount of additional mass accreted after the event was too great. Therefore, such truncated disks cannot explain the formation of the terrestrial planets. Our results suggest that forming the four terrestrial planets requires disks with the following properties: 1) Mass concentrated in narrow core regions between ~0.7-0.9 and ~1.0-1.2 au; 2) an inner region component starting at ~0.3-0.4 au; 3) a less massive component beginning at ~1.0-1.2 au; 4) embryos rather than planetesimals carrying most of the disk mass; and 5) Jupiter and Saturn placed on eccentric orbits. ",astrophysics
"  In this paper, through the combination of Tietze extension theorem and Baer criteria, we build a new mathematical structure which is similar to a triangular pyramid, and then we prove that the topological space which we call it Tb appeared as a result of the combination and sat at the apex of the pyramid is a tychonof space. Finally, we obtain three new extension theorems ",mathematics
"  We present a new variational principle for linking models of beams and deformable solids, providing also its mathematical analysis. Despite the apparent differences between the two types of governing equations, it will be shown that the equilibrium of systems combining beams and solids can be obtained from a joint constrained variational principle and that the resulting boundary-value problem is well posed. ",mathematics
"  Utilizing the Atacama Large Millimeter/submillimeter Array (ALMA), we present CS line maps in five rotational lines ($J_{\rm u}=7, 5, 4, 3, 2$) toward the circumnuclear disk (CND) and streamers of the Galactic Center. Our primary goal is to resolve the compact structures within the CND and the streamers, in order to understand the stability conditions of molecular cores in the vicinity of the supermassive black hole (SMBH) Sgr A*. Our data provide the first homogeneous high-resolution ($1.3'' = 0.05$ pc) observations aiming at resolving density and temperature structures. The CS clouds have sizes of $0.05-0.2$ pc with a broad range of velocity dispersion ($\sigma_{\rm FWHM}=5-40$ km s$^{-1}$). The CS clouds are a mixture of warm ($T_{\rm k}\ge 50-500$ K, n$_{\rm H_2}$=$10^{3-5}$ cm$^{-3}$) and cold gas ($T_{\rm k}\le 50$ K, n$_{\rm H_2}$=$10^{6-8}$ cm$^{-3}$). A stability analysis based on the unmagnetized virial theorem including tidal force shows that $84^{+16}_{-37}$ % of the total gas mass is tidally stable, which accounts for the majority of gas mass. Turbulence dominates the internal energy and thereby sets the threshold densities $10-100$ times higher than the tidal limit at distance $\ge 1.5$ pc to Sgr A*, and therefore, inhibits the clouds from collapsing to form stars near the SMBH. However, within the central $1.5$ pc, the tidal force overrides turbulence and the threshold densities for a gravitational collapse quickly grow to $\ge 10^{8}$ cm$^{-3}$. ",astrophysics
"  In any type II superstring background, the supergravity vertex operators in the pure spinor formalism are described by a gauge superfield. In this paper, we obtain for the first time an explicit expression for this superfield in an $AdS_5 \times S^5$ background. Previously, the vertex operators were only known close to the boundary of $AdS_5$ or in the minus eight picture. Our strategy for the computation was to apply eight picture raising operators in the minus eight picture vertices. In the process, a huge number of terms are generated and we have developed numerical techniques to perform intermediary simplifications. Alternatively, the same numerical techniques can be used to compute the vertices directly in the zero picture by constructing a basis of invariants and fitting for the coefficients. One motivation for constructing the vertex operators is the computation of $AdS_5 \times S^5$ string amplitudes. ",high energy physics theory
"  We study, using Mean Curvature Flow methods, 3+1 dimensional cosmologies with a positive cosmological constant, matter satisfying the dominant and the strong energy conditions, and with spatial slices that can be foliated by 2-dimensional surfaces that are the closed orbits of a symmetry group. If these surfaces have non-positive Euler characteristic (or in the case of 2-spheres, if the initial 2-spheres are large enough) and also if the initial spatial slice is expanding everywhere, then we prove that asymptotically the spacetime becomes physically indistinguishable from de Sitter space on arbitrarily large regions of spacetime. This holds true notwithstanding the presence of initial arbitrarily-large density fluctuations. ",high energy physics theory
"  Exascale computing holds great opportunities for molecular dynamics (MD) simulations. However, to take full advantage of the new possibilities, we must learn how to focus computational power on the discovery of complex molecular mechanisms, and how to extract them from enormous amounts of data. Both aspects still rely heavily on human experts, which becomes a serious bottleneck when a large number of parallel simulations have to be orchestrated to take full advantage of the available computing power. Here, we use artificial intelligence (AI) both to guide the sampling and to extract the relevant mechanistic information. We combine advanced sampling schemes with statistical inference, artificial neural networks, and deep learning to discover molecular mechanisms from MD simulations. Our framework adaptively and autonomously initializes simulations and learns the sampled mechanism, and is thus suitable for massively parallel computing architectures. We propose practical solutions to make the neural networks interpretable, as illustrated in applications to molecular systems. ",physics
"  We explore here an scenario for massive black hole formation driven by stellar collisions in galactic nuclei, proposing a new formation regime of global instability in nuclear stellar clusters triggered by runaway stellar collisions. Using order of magnitude estimations, we show that observed nuclear stellar clusters avoid the regime where stellar collisions are dynamically relevant over the whole system, while resolved detections of massive black holes are well into such collision-dominated regime. We interpret this result in terms of massive black holes and nuclear stellar clusters being different evolutionary paths of a common formation mechanism, unified under the standard terminology of being both central massive objects. We propose a formation scenario where central massive objects more massive than $\rm \sim 10^8 \, Msun$, which also have relaxation times longer that their collision times, will be too dense (in virial equilibrium) to be globally stable against stellar collisions and most of its mass will collapse towards the formation of a massive black hole. Contrarily, this will only be the case at the core of less dense central massive objects leading to the formation of black holes with much lower black hole efficiencies $\rm \epsilon_{BH} = \frac{M_{BH}}{M_{CMO}}$, with these efficiencies $\rm \epsilon_{BH}$ drastically growing for central massive objects more massive than $\rm \sim 10^7 \, Msun$, approaching unity around $\rm M_{CMO} \sim 10^8 \, Msun$. We show that the proposed scenario successfully explains the relative trends observed in the masses, efficiencies, and scaling relations between massive black holes and nuclear stellar clusters. ",astrophysics
"  Let $1\le p<\infty$, $0<q<\infty$ and $\nu$ be a two-sided doubling weight satisfying   $$\sup_{0\le r<1}\frac{(1-r)^q}{\int_r^1\nu(t)\,dt}\int_0^r\frac{\nu(s)}{(1-s)^q}\,ds<\infty.$$ The weighted Besov space $\mathcal{B}_{\nu}^{p,q}$ consists of those $f\in H^p$ such that   $$\int_0^1 \left(\int_{0}^{2\pi} |f'(re^{i\theta})|^p\,d\theta\right)^{q/p}\nu(r)\,dr<\infty.$$ Our main result gives a characterization for $f\in \mathcal{B}_{\nu}^{p,q}$ depending only on $|f|$, $p$, $q$ and $\nu$. As a consequence of the main result and inner-outer factorization, we obtain several interesting by-products. In particular, we show the following modification of a classical factorization by F. and R. Nevanlinna: If $f\in \mathcal{B}_{\nu}^{p,q}$, then there exist $f_1,f_2\in \mathcal{B}_{\nu}^{p,q} \cap H^\infty$ such that $f=f_1/f_2$. In addition, we give a sufficient and necessary condition guaranteeing that the product of $f\in H^p$ and an inner function belongs to $\mathcal{B}_{\nu}^{p,q}$. Applying this result, we make some observations on zero sets of $\mathcal{B}_{\nu}^{p,p}$. ",mathematics
  We consider a univariate beta integral composed from general modular quantum dilogarithm functions and prove its exact evaluation formula. It represents the partition function of a particular $3d$ supersymmetric field theory on the general squashed lens space. Its possible applications to $2d$ conformal field theory are briefly discussed as well. ,high energy physics theory
"  Models of magnetohydrodynamic (MHD) equilibia that for computational convenience assume the existence of a system of nested magnetic flux surfaces tend to exhibit singular current sheets. These sheets are located on resonant flux surfaces that are associated with rational values of the rotational transform. We study the possibility of eliminating these singularities by suitable modifications of the plasma boundary, which we prescribe in a fixed boundary setting. We find that relatively straightforward iterative procedures can be used to eliminate weak current sheets that are generated at resonant flux surfaces by the nonlinear interactions of resonating wall harmonics. These types of procedures may prove useful in the design of fusion devices with configurations that enjoy improved stability and transport properties. ",physics
"  State estimation (SE) of distribution networks heavily relies on pseudo measurements that introduce significant errors, since real-time measurements are insufficient. Interval SE models are regularly used, where true values of system states are supposed to be within the estimated ranges. However, conventional interval SE algorithms cannot consider the correlations of same interval variables in different terms of constraints, which results in overly conservative estimation results. In this paper, we propose a Linear Programming (LP) Contractor algorithm that uses a relative distance measure (RDM) interval operation to solve this problem. In the proposed model, measurement errors are assumed to be bounded into given sets, thus converting the state variables to RDM variables. In this case, the SE model is a non-convex model, and the solution credibility cannot be guaranteed. Therefore, each nonlinear measurement equation in the model is transformed into dual inequality linear equations using the mean value theorem. The SE model is finally reformulated as a linear programming contractor that iteratively narrows the upper and lower bounds of the system state variables. Numerical tests on IEEE three-phase distribution networks show that the proposed method outperforms the conventional interval-constrained propagation, modified Krawczyk-operator and optimization based interval SE methods. ",electrical engineering and systems science
"  Starting with the correspondence between positive definite kernels on the one hand and reproducing kernel Hilbert spaces (RKHSs) on the other, we turn to a detailed analysis of associated measures and Gaussian processes. Point of departure: Every positive definite kernel is also the covariance kernel of a Gaussian process.   Given a fixed sigma-finite measure $\mu$, we consider positive definite kernels defined on the subset of the sigma algebra having finite $\mu$ measure. We show that then the corresponding Hilbert factorizations consist of signed measures, finitely additive, but not automatically sigma-additive. We give a necessary and sufficient condition for when the measures in the RKHS, and the Hilbert factorizations, are sigma-additive. Our emphasis is the case when $\mu$ is assumed non-atomic. By contrast, when $\mu$ is known to be atomic, our setting is shown to generalize that of Shannon-interpolation. Our RKHS-approach further leads to new insight into the associated Gaussian processes, their It\^{o} calculus and diffusion. Examples include fractional Brownian motion, and time-change processes. ",mathematics
"  Self-interacting dark matter may have striking astrophysical signatures, such as observable offsets between galaxies and dark matter in merging galaxy clusters. Numerical N-body simulations used to predict such observables typically treat the galaxies as collisionless test particles, a questionable assumption given that each galaxy is embedded in its own dark matter halo. To enable a more accurate treatment we develop an effective description of small dark matter haloes taking into account the two major effects due to dark matter self-scatterings: deceleration and evaporation. We point out that self-scatterings can have a sizeable impact on the trajectories of galaxies, diminishing the separation between galaxies and dark matter in merging clusters. This effect depends sensitively on the underlying particle physics, in particular the angular dependence of the self-scattering cross section, and cannot be predicted from the momentum transfer cross section alone. ",astrophysics
"  For a category $\mathcal{C}$ with finite limits and a class $\mathcal{S}$ of monomorphisms in $\mathcal{C}$ that is pullback stable, contains all isomorphisms, is closed under composition, and has the strong left cancellation property, we use pullback stable $\mathcal{S}$-essential monomorphisms in $\mathcal{C}$ to construct a spectral category $\mathrm{Spec}(\mathcal{C},\mathcal{S})$. We show that it has finite limits and that the canonical functor $\mathcal{C}\to \mathrm{Spec}(\mathcal{C},\mathcal{S})$ preserves finite limits. When $\mathcal{C}$ is a normal category, assuming for simplicity that $\mathcal{S}$ is the class of all monomorphisms in $\mathcal{C}$, we show that pullback stable $\mathcal{S}$-essential monomorphisms are the same as what we call subobject-essential monomorphisms. ",mathematics
"  We provide numerical evidence that the perturbative spectrum of anomalous dimensions in maximally supersymmetric SU(N) Yang-Mills theory is chaotic at finite values of N. We calculate the probability distribution of one-loop level spacings for subsectors of the theory and show that for large N it is given by the Poisson distribution of integrable models, while at finite values it is the Wigner-Dyson distribution of the Gaussian orthogonal ensemble random matrix theory. We extend these results to two-loop order and to a one-parameter family of deformations. We further study the spectral rigidity for these models and show that it is also well described by random matrix theory. Finally we demonstrate that the finite-N eigenvectors possess properties of chaotic states. ",high energy physics theory
"  The field of attosecond science was first enabled by nonlinear compression of intense laser pulses to a duration below two optical cycles. Twenty years later, creating such short pulses still requires state-of-the-art few-cycle laser amplifiers to most efficiently exploit 'instantaneous' optical nonlinearities in noble gases for spectral broadening and parametric frequency conversion. Here, we show that nonlinear compression can in fact be much more efficient when driven in molecular gases by pulses substantially longer than a few cycles, due to enhanced optical nonlinearity associated with rotational alignment. We use 80-cycle pulses from an industrial-grade laser amplifier to simultaneously drive molecular alignment and supercontinuum generation in a gas-filled capillary, producing more than two octaves of coherent bandwidth and achieving >45-fold compression to a duration of 1.7 cycles. As the enhanced nonlinearity is linked to rotational motion, the dynamics can be exploited for long-wavelength frequency conversion and compressing picosecond lasers. ",physics
"  Black hole - neutron star (BH-NS) mergers are a major target for ground-based gravitational wave (GW) observatories. A merger can also produce an electromagnetic counterpart (a kilonova) if it ejects neutron-rich matter that assembles into heavy elements through r-process nucleosynthesis. We study the kilonova signatures of the unbound dynamical ejecta of a BH-NS merger. We take as our initial state the results from a numerical relativity simulation, and then use a general relativistic hydrodynamics code to study the evolution of the ejecta with parameterized r-process heating models. The unbound dynamical ejecta is initially a flattened, directed tidal tail largely confined to a plane. Heating from the r-process inflates the ejecta into a more spherical shape and smooths its small-scale structure, though the ejecta retains its bulk directed motion. We calculate the electromagnetic signatures using a 3D radiative transfer code and a parameterized opacity model for lanthanide-rich matter. The light curve varies with viewing angle due to two effects: asphericity results in brighter emission for orientations with larger projected areas, while Doppler boosting results in brighter emission for viewing angles more aligned with the direction of bulk motion. For typical r-process heating rates, the peak bolometric luminosity varies by a factor of $\sim 3$ with orientation while the peak in the optical bands varies by $\sim 3$ magnitudes. The spectrum is blue-shifted at viewing angles along the bulk motion, which increases the $V$-band peak magnitude to $\sim -14$ despite the lanthanide-rich composition. ",astrophysics
"  We study the four point function of the superconformal primary of the stress-tensor multiplet in four dimensional $\mathcal{N}=4$ Super Yang Mills, at large 't Hooft coupling and in a large $N$ expansion. This observable is holographically dual to four graviton amplitudes in type IIB supergravity on $AdS_5 \times S^5$. We construct the most trascendental piece of the correlator at order $N^{-6}$ and compare it with the flat space limit of the corresponding two loops amplitude. This comparison allows us to conjecture structures of the correlator/amplitude which should be present at any loop order. ",high energy physics theory
"  We study odd entanglement entropy (odd entropy in short), a candidate of measure for mixed states holographically dual to the entanglement wedge cross section, in two-dimensional free scalar field theories. Our study is restricted to Gaussian states of scale-invariant theories as well as their finite temperature generalizations, for which we show that the odd entropy is a well-defined measure for mixed states. Motivated from holographic results, the difference between odd and von Neumann entropy is also studied. In particular, we show that large amounts of quantum correlations ensure the odd entropy to be larger than von Neumann entropy, which is qualitatively consistent with the holographic CFT. In general cases, we also find that this difference is not even a monotonic function with respect to size of (and distance between) subsystems. ",high energy physics theory
"  We argue that the `island conjecture' and the replica wormhole derivation of the Page curve break monogamy of entanglement through allowing black hole interior states to be non-classically correlated while also pairwise entangled with radiation states. The reason is that quantum degrees of freedom (present in any half of a Hawking pair) cannot all be identified with the environment at semi-classical pair production, and can only be fixed relative to a subsystem, as required for the Page curve, by correlations equivalent to entanglement - regardless of what those correlations are attributed to. This implies that the recent gravity (replica wormhole) and holographic (island conjecture) derivations of the Page curve entail new physics not yet properly taken into account. ",high energy physics theory
"  We calculate an one loop QCD Regge Field Theory (RFT) correction to the propagator of reggeized gluons basing on the QCD effective action of Lipatov, \cite{LipatovEff,LipatovEff1,Our1,Our2,Our3,Our4}, and results of \cite{Our5} where Dyson-Schwinger hierarchy of the equations for the correlators of reggeized gluon fields was derived. The correction is calculated entirely in the framework of RFT with the use of the obtained expressions for the RFT bare triple Reggeon vertices and propagator of reggeized gluons, the cases of bare propagator and propagator calculated to one-loop precision are considered separately. In both results the obtained correction represents non-eikonal contributions to the propagator kinematically suppressed by $1/\sqrt{s}$ factor in comparison to the usual LLA contributions. The further application of the obtained results is discussed as well. ",high energy physics theory
"  The core-cusp problem is one of the controversial issues in the standard paradigm of $\Lambda$ cold dark matter ($\Lambda$CDM) theory. However, under the assumption of conventional spherical symmetry, the strong degeneracy among model parameters makes it unclear whether dwarf spheroidal (dSph) galaxies indeed have cored dark matter density profiles at the centers. In this work, we revisit this problem using non-spherical mass models, which have the advantage of being able to alleviate the degeneracy. Applying our mass models to the currently available kinematic data of the eight classical dSphs, we find that within finite uncertainties, most of these dSphs favor cusped central profiles rather than cored ones. In particular, Draco has a cusped dark matter halo with high probability even considering a prior bias. We also find the diversity of the inner slopes in their dark matter halos. To clarify the origin of this diversity, we investigate the relation between the inner dark matter density slope and stellar-to-halo mass ratio for the sample dSphs and find this relation is generally in agreement with the predictions from recent $\Lambda$CDM and hydrodynamical simulations. We also find that the simulated subhalos have anti-correlation between the dark matter density at 150 pc and pericenter distance, which is consistent with the observed one. We estimate their astrophysical factors for dark matter indirect searches and circular velocity profiles, associated with huge uncertainties. To more precisely estimate their dark matter profiles, wide-field spectroscopic surveys for the dSphs are essential. ",astrophysics
"  A well-known problem of the $\Lambda$CDM model is the tension between the relatively high level of clustering, as quantified by the parameter $\sigma_8$, found in cosmic microwave background experiments and the smaller one obtained from large-scale observations in the late Universe. In this paper we show that coupled quintessence, i.e. a single dark energy scalar field conformally coupled to dark matter through a constant coupling, can solve this problem if the background is taken to be identical to the $\Lambda$CDM one. We show that two competing effects arise. On one hand, the additional scalar force is attractive, and is therefore expected to increase the clustering. On the other, in order to obtain the same background as $\Lambda$CDM, coupled quintessence must have a smaller amount of dark matter near the present epoch. We show that the second effect is dominating today and leads to an overall slower growth. Comparing to redshift distortion data, we find that coupled quintessence with $\Lambda$CDM background solves the tension between early and late clustering. We find for the coupling $\beta$ and for $\sigma_8$ the best fit values $|\beta| = 0.079^{+ 0.059}_{- 0.067}$ and $\sigma_8 = 0.818^{+0.115}_{-0.088}$. These values also fit the lensing data from the KiDS-450 survey. We also estimate that the future missions SKA and Euclid will constrain $\beta$ with an error of $\pm\, 1.5\times10^{-3}$ and for $\sigma_8$ of $\pm \,1.8\times10^{-3}$ at $1\sigma$ level. ",astrophysics
"  In today's global economy, supply chain (SC) entities have become increasingly interconnected with demand and supply relationships due to the need for strategic outsourcing. Such interdependence among firms not only increases efficiency but also creates more vulnerabilities in the system. Natural and human-made disasters such as floods and transport accidents may halt operations and lead to economic losses. Due to the interdependence among firms, the adverse effects of any disruption can be amplified and spread throughout the systems. This paper aims at studying the robustness of SC networks against cascading failures. Considering the upper and lower bound load constraints, i.e., inventory and cost, we examine the fraction of failed entities under load decrease and load fluctuation scenarios. The simulation results obtained from synthetic networks and a European supply chain network [1] both confirm that the recovery strategies of surplus inventory and backup suppliers often adopted in actual SCs can enhance the system robustness, compared with the system without the recovery process. In addition, the system is relatively robust against load fluctuations but is more fragile to demand shocks. For the underload-driven model without the recovery process, we found an occurrence of a discontinuous phase transition. Differently from other systems studied under overload cascading failures, this system is more robust for power-law distributions than uniform distributions of the lower bound parameter for the studied scenarios. ",physics
"  Given fields $k \subseteq L$, our results concern one parameter $L$-parametric polynomials over $k$, and their relation to generic polynomials. The former are polynomials $P(T,Y) \in k[T][Y]$ of group $G$ which parametrize all Galois extensions of $L$ of group $G$ via specialization of $T$ in $L$, and the latter are those which are $L$-parametric for every field $L \supseteq k$. We show, for example, that being $L$-parametric with $L$ taken to be the single field $\mathbb{C}((V))(U)$ is in fact sufficient for a polynomial $P(T, Y) \in \mathbb{C}[T][Y]$ to be generic. As a corollary, we obtain a complete list of one parameter generic polynomials over a given field of characteristic 0, complementing the classical literature on the topic. Our approach also applies to an old problem of Schinzel: subject to the Birch and Swinnerton-Dyer conjecture, we provide one parameter families of affine curves over number fields, all with a rational point, but with no rational generic point. ",mathematics
"  A novel adaptive identifier is developed for nonlinear time-delay systems composed of linear, Lipschitz and non-Lipschitz components. To begin with, an identifier is designed for uncertain systems with a priori known delay values, and then it is generalized for systems with unknown delay values. The algorithm ensures the asymptotic parameter estimation and state observation by using gradient algorithms. The unknown delays and plant parameters are estimated by using a special equivalent extension of the plant equation. The algorithms stability is presented by solvability of linear matrix inequalities. Simulation results are invoked to support the developed identifier design and to illustrate the efficiency of the proposed synthesis procedure. ",electrical engineering and systems science
"  Background: RSN whole-heart CMRA is a technique that estimates and corrects for respiratory motion. However, RSN has been limited to a 1D rigid correction which is often insufficient for patients with complex respiratory patterns. The goal of this work is therefore to improve the robustness and quality of 3D radial CMRA by incorporating both 3D motion information and nonrigid intra-acquisition correction of the data into a framework called focused navigation (fNAV). Methods: We applied fNAV to 500 data sets from a numerical simulation, 22 healthy volunteers, and 549 cardiac patients. We compared fNAV to RSN and respiratory resolved XD-GRASP reconstructions of the same data and recorded reconstruction times. Motion accuracy was measured as the correlation between fNAV and ground truth for simulations, and fNAV and image registration for in vivo data. Vessel sharpness was measured using Soap-Bubble. Finally, image quality analysis was performed by a blinded expert reviewer who chose the best image for each data set. Results The reconstruction time for fNAV images was significantly higher than RSN (6.1 +/- 2.1 minutes vs 1.4 +/- 0.3, minutes, p<0.025) but significantly lower than XD-GRASP (25.6 +/- 7.1, minutes, p<0.025). There is high correlation between the fNAV, and reference displacement estimates across all data sets (0.73 +/- 0.29). For all data, fNAV lead to significantly sharper vessels than all other reconstructions (p < 0.01). Finally, a blinded reviewer chose fNAV as the best image in 239 out of 571 cases (p = 10-5). Conclusion: fNAV is a promising technique for improving free-breathing 3D radial whole-heart CMRA. This novel approach to respiratory self-navigation can derive 3D nonrigid motion estimations from an acquired 1D signal yielding statistically significant improvement in image sharpness relative to 1D translational correction as well as XD-GRASP reconstructions. ",electrical engineering and systems science
"  The organic electrochemical transistor (OECT) with a conjugated polymer as the active material is the elementary unit of organic bioelectronic devices. Increased functionalities, such as low power consumption, can be achieved by building complementary circuits featuring two or more OECTs. Complementary circuits commonly combine both p- and n-type transistors to reduce power draw. While p-type OECTs are readily available, n-type OECTs are less common mainly due to poor stability of the n-type active channel material in aqueous electrolyte. Additionally, an OECT based complementary circuit requires well matched transport properties in the p- and n-type materials. Here, a complementary circuit is made using a pair of OECTs having polyaniline (PANI) as the channel material in both transistors. PANI is chosen due to its unique behaviour exhibiting a peak in current versus gate voltage when used as an active channel in an OECT. The PANI based circuit is shown to have excellent performance with gain of ~ 7 and could be transferred on a flexible biocompatible chitosan substrate with demonstrated operation in aqueous electrolyte. This study extends the capabilities of conjugated polymer based OECTs. ",physics
"  This book provides a completely new approach to understanding the universe. The main idea is that the principal objects in the universe form a spectrum unified by the presence of a massive or hypermassive black hole. These objects are variously called quasars, active galaxies and spiral galaxies. The key to understanding their dynamics is angular momentum and the key tool, and main innovative idea of this work, is a proper formulation of ""Mach's principle"" using Sciama's ideas. In essence, what is provided here is a totally new paradigm for the universe. In this paradigm, there is no big bang, and the universe is many orders of magnitude older than current estimates for its age. Indeed there is no natural limit for its age. ",astrophysics
"  Turbulent vertical transport driven by double-diffusive shear instabilities is identified as likely important in hot exoplanet atmospheres. In hot Jupiter atmospheres, the resulting vertical mixing appears sufficient to alleviate the nightside cold trap, thus facilitating the maintenance of nocturnal clouds on these planets. The strong level of vertical mixing expected near hot Jupiter thermal photospheres will impact their atmospheric chemistry and even their vertical structures where cloud radiative feedback proves important. ",astrophysics
"  Given a perfect valuation ring $R$ of characteristic $p$ that is complete with respect to a rank-$1$ nondiscrete valuation, we show that the ring $\mathbf{A}_{\text{inf}}$ of Witt vectors of $R$ has infinite Krull dimension. ",mathematics
"  In this article, we introduce two families of novel fractional $\theta$-methods by constructing some new generating functions to discretize the Riemann-Liouville fractional calculus operator $\mathit{I}^{\alpha}$ with a second order convergence rate. A new fractional BT-$\theta$ method connects the fractional BDF2 (when $\theta=0$) with fractional trapezoidal rule (when $\theta=1/2$), and another novel fractional BN-$\theta$ method joins the fractional BDF2 (when $\theta=0$) with the second order fractional Newton-Gregory formula (when $\theta=1/2$). To deal with the initial singularity, correction terms are added to achieve an optimal convergence order. In addition, stability regions of different $\theta$-methods when applied to the Abel equations of the second kind are depicted, which demonstrate the fact that the fractional $\theta$-methods are A($\vartheta$)-stable. Finally, numerical experiments are implemented to verify our theoretical result on the convergence analysis. ",mathematics
"  Certain six-dimensional (1,0) supersymmetric little string theories, when compactified on $T^3$, have moduli spaces of vacua given by smooth K3 surfaces. Using ideas of Gaiotto-Moore-Neitzke, we show that this provides a systematic procedure for determining the Ricci-flat metric on a smooth K3 surface in terms of BPS degeneracies of (compactified) little string theories. ",high energy physics theory
"  We give a general procedure for weight reducing quantum codes. This corrects a previous work\cite{owr}, and introduces a new technique that we call ""coning"" to effectively induce high weight stabilizers in an LDPC code. As one application, any LDPC code (with arbitrary $O(1)$ stabilizer weights) may be turned into a code where all stabilizers have weight at most $5$ at the cost of at most a constant factor increase in number of physical qubits and constant factor reduction in distance. Also, by applying this technique to a quantum code whose $X$-stabilizers are derived from a classical log-weight random code and whose $Z$-stabilizers have linear weight, we construct an LDPC quantum code with distance $\tilde \Omega(N^{2/3})$ and $\tilde\Omega(N^{2/3})$ logical qubits. ",quantum physics
"  Multi-wavelength analyses of spectra of active galactic nuclei (AGNs) provide useful information on the physical processes in the accretion disk and jets of black holes. This, however, is limited to bright sources and may not represent the population as a whole. Another approach is through the investigation of the cosmological evolution of the luminosity function (LF) that shows varied evolution (luminosity and density) at different wavelengths. These differences and the correlations between luminosities can shed light on the Jet-accretion disk connection. Most such studies use forward fitting parametric methods that involve several functions and many parameters. We use non-parametric, non-binning methods developed by Efron and Petrosian, and Lynden-Bell, for obtaining unbiased description of the evolution of the LF, from data truncated by observational selection effects. We present analysis of the evolution of gamma-ray LF of blazars with main focus on flat spectrum radio quasars (FSRQs). This requires analysis of both gamma-ray and optical data, essential for redshift measurements, and a description of the joint LF. We use a new approach which divides the sample into two sub-samples, each with its own flux limit. We use the Fermi-LAT and GAIA observations, and present results on the gamma-ray LF and its evolution, and determine the intrinsic correlation between the gamma-ray and optical luminosities corrected for the well known false correlation induced by their similar redshift dependence and evolution of the two luminosities. We also present a direct estimation of the contribution of blazars to the spectrum of the extragalactic gamma-ray background. ",astrophysics
"  We show that Modified Newtonian Dynamics (MOND) predict distinct galactic acceleration curve geometries in $g2$-space - the space of total observed centripetal accelerations $g_{\rm tot}$ vs the inferred Newtonian acceleration from baryonic matter $g_{\rm N}$ - and corresponding rotation speed curves: MOND modified gravity predicts cored geometries for isolated galaxies while MOND modified inertia yields neutral geometries, ie. neither cuspy or cored, based on a cusp-core classification of galaxy rotation curve geometry in $g2$-space - rather than on inferred DM density profiles. The classification can be applied both to DM and modified gravity models as well as data and implies a {\it cusp-core} challenge for MOND from observations, for example of cuspy galaxies, which is different from the so-called cusp-core problem of dark matter (DM). We illustrate this challenge by a number of cuspy and also cored galaxies from the SPARC rotation curve database, which deviate significantly from the MOND modified gravity and MOND modified inertia predictions. ",astrophysics
